姓名,屆數,捐贈者/支出對象,交易日期,收支科目,身份證/統一編,收入金額,地址,填答數,其他
徐欣瑩,8,虹森印刷實業有限公司,100/11/07,營利事業捐贈收入,53451469,480,新北市中和區,3,
徐耀昌,8,迅捷投資股份有限公司,100/11/29,營利事業捐贈收入,70761592,1000000,台北市內湖區,5,
徐耀昌,8,行冠企業股份有限公司,100/11/23,營利事業捐贈收入,70758724,1000000,新北市新店區,8,
徐耀昌,8,裕朋實業股份有限公司,100/12/08,營利事業捐贈收入,86522936,1000000,台北市大安區,5,地址：臺北市大安區=4 台北市大安區=1
徐耀昌,8,長春石油化學股份有限公司,100/12/16,營利事業捐贈收入,11384806,1000000,台北市中山區,6,
徐耀昌,8,宏碩文化事業股份有限公司,101/01/06,營利事業捐贈收入,16783660,1000000,新北市新店區,5,地址：新北市新店區=6 新北市新店屈=1
徐耀昌,8,台灣農林股份有限公司,101/01/04,營利事業捐贈收入,07525207,1000000,台北市南港區,5,地址：臺北市南港區=6 台北市南港區=2
徐耀昌,8,京元電子股份有限公司,100/12/05,營利事業捐贈收入,22507241,600000,新竹市東區公,4,
徐耀昌,8,億光電子工業股份有限公司,100/10/18,營利事業捐贈收入,34516147,500000,新北市土城區,4,
徐耀昌,8,泰安觀止溫泉股份有限公司,100/11/22,營利事業捐贈收入,80098808,500000,苗栗縣泰安鄉,,
徐耀昌,8,中國石油化學工業開發股份有限公司,100/12/01,營利事業捐贈收入,03084741,500000,台北市松山區,5,地址：臺北市松山區=3 台北市松山區=1
徐耀昌,8,廣越企業股份有限公司,100/12/15,營利事業捐贈收入,89620361,500000,台北市內湖區,5,
徐耀昌,8,智原科技股份有限公司,100/12/23,營利事業捐贈收入,84149060,500000,新竹市東區科,5,
徐耀昌,8,冠軍建材股份有限公司,100/12/19,營利事業捐贈收入,49701774,500000,苗栗縣竹南鎮,5,
徐耀昌,8,兆欣化學工業股份有限公司,100/12/01,營利事業捐贈收入,16450092,500000,屏東縣枋寮鄉,5,
徐耀昌,8,泰安觀止溫泉股份有限公司,101/01/05,營利事業捐贈收入,80098808,500000,苗栗縣泰安鄉,5,交易日期：101/01/05=4 =1
徐耀昌,8,勇信開發股份有限公司,100/12/28,營利事業捐贈收入,23988936,500000,台北市館前路,5,支出金額：=4 民=1;身份證/統一編：23988936=3 交通旅運支出=2
徐耀昌,8,岳豐科技股份有限公司,100/12/28,營利事業捐贈收入,45911735,500000,桃園縣新屋鄉,5,
徐耀昌,8,儒鴻企業股份有限公司,100/12/06,營利事業捐贈收入,35884479,300000,台北市中山區,5,
徐耀昌,8,頎邦科技股份有限公司,100/12/06,營利事業捐贈收入,16130009,300000,新竹市東區科,6,
徐耀昌,8,竹興製衣股份有限公司,100/12/09,營利事業捐贈收入,50056767,300000,台北市內湖區,22,
徐耀昌,8,味丹企業股份有限公司,100/12/28,營利事業捐贈收入,56121907,120000,台中市沙鹿區,5,
徐耀昌,8,金福興開發股份有限公司,100/12/09,營利事業捐贈收入,24419223,100000,苗栗縣竹南鎮,5,地址：苗栗縣竹南鎮=4 =1
徐耀昌,8,丹堤生物科技有限公司,100/12/01,營利事業捐贈收入,27449360,100000,苗栗縣苑裡鎮,4,
徐耀昌,8,大京工程顧問股份有限公司,100/12/15,營利事業捐贈收入,86812718,100000,苗栗縣頭份鎮,4,
徐耀昌,8,嘉騰科技股份有限公司,101/01/11,營利事業捐贈收入,28206973,100000,台北市內湖區,4,
徐耀昌,8,捷雄實業股份有限公司,100/12/28,營利事業捐贈收入,27438173,100000,台中市西區大,6,地址：臺中市西區大=4 台中市西區大=2;收入金額：100000=7 柯文哲=1
徐耀昌,8,捷雄實業股份有限公司,100/12/28,營利事業捐贈收入,27438173,100000,台中市西區大,5,
徐耀昌,8,馬上發國際企業股份有限公司,100/12/28,營利事業捐贈收入,23636813,100000,台中市西區大,5,
徐耀昌,8,承啟醫系股份有限公司,101/01/12,營利事業捐贈收入,80538714,100000,台北市大同區,4,
徐耀昌,8,尚鴻投資有限公司,100/12/29,營利事業捐贈收入,70573867,100000,台北市內湖區,5,地址：臺北市內湖區=3 台北市內湖區=1 臺北市內陸區=1;支出金額：=4 交通旅運支出=1
徐耀昌,8,尚鴻投資有限公司,100/12/28,營利事業捐贈收入,70573867,100000,台北市內湖區,5,地址：臺北市內湖區=4 台北市內湖區=1
徐耀昌,8,百祥加油站股份有限公司,101/01/11,營利事業捐贈收入,23072173,100000,新竹市香山區,5,
徐耀昌,8,弘堃工程股份有限公司,100/12/27,營利事業捐贈收入,23324924,100000,台北市中山區,6,地址：臺北市中山區=4 台北市中山區=1 臺北市中刪區=1
徐耀昌,8,大霸股份有限公司,101/01/13,營利事業捐贈收入,14002296,100000,台中市大甲區,5,
徐耀昌,8,先鋒企業社,100/12/26,營利事業捐贈收入,13348187,60000,苗栗縣公館鄉,5,
徐耀昌,8,普惠食品企業有限公司,100/12/07,營利事業捐贈收入,13027066,50000,苗栗縣竹南鎮,5,
徐耀昌,8,大安電業股份有限公司,100/12/15,營利事業捐贈收入,22425924,50000,苗栗縣南庄鄉,5,
徐耀昌,8,嘉騰科技股份有限公司,101/01/12,營利事業捐贈收入,28206973,50000,台北市內湖區,7,
徐耀昌,8,百祥加油站股份有限公司,101/01/12,營利事業捐贈收入,23072173,50000,新竹市香山區,5,
徐耀昌,8,醫電鼎眾股份有限公司,100/12/01,營利事業捐贈收入,27289899,30000,桃園縣龜山鄉,7,
徐耀昌,8,立豐不動產仲介經紀行,100/12/23,營利事業捐贈收入,14668784,20000,桃園縣中壢市,6,
徐耀昌,8,苗盛營造有限公司,100/12/26,營利事業捐贈收入,16977194,20000,苗栗縣公館鄉,6,
徐耀昌,8,長泰氣體股份有限公司,100/12/16,營利事業捐贈收入,34715618,10000,新北市永和區,5,
徐耀昌,8,立福炭酸股份有限公司,100/12/16,營利事業捐贈收入,50549453,10000,苗栗縣頭份鎮,6,地址：苗栗縣頭份鎮=6 =1
徐耀昌,8,國全精密工業股份有限公司,100/12/28,營利事業捐贈收入,22290329,10000,苗栗縣銅鑼鄉,5,捐贈者/支出對象：國全精密工業股份有限公司=6 全國精密工業股份有限公司=1
忠仁．達祿斯,8,笙旺實業股份有限公司,100/12/14,營利事業捐贈收入,28759166,50000,桃園縣桃園市,8,
忠仁．達祿斯,8,笙旺實業(股)公司,100/12/14,營利事業捐贈收入,28759166,50000,桃園縣桃園市,8,
施月英,8,仲彩廣告設計社,100/12/30,營利事業捐贈收入,14858932,9000,沿海路五段號,8,
曹爾忠,8,慶堂工業股份有限公司,101/01/05,營利事業捐贈收入,88692464,300000,台北市松山區,8,地址：臺北市松山區=6 =1;身份證/統一編：88692464=6 =1;交易日期：101/01/05=7 =1;收入金額：300000=6 =1 300=1
曹爾忠,8,盛輝投資股份有限公司,100/12/07,營利事業捐贈收入,97433783,300000,台北市大安區,7,捐贈者/支出對象：盛輝投資股份有限公司=6 盛輝投機股份有限公司=1 =1
曹爾忠,8,國立股份有限公司,100/09/20,營利事業捐贈收入,80481091,300000,台南市安平區,7,地址：臺南市安平區=7 台南市安平區=1;捐贈者/支出對象：國立股份有限公司=6 =1;身份證/統一編：80481091=4 80491091=2;收入金額：300000=6 =1
曹爾忠,8,偉力達國際開發股份有限公司,100/10/27,營利事業捐贈收入,89958737,300000,桃園縣桃園市,8,地址：桃園縣桃園市=7 =1;捐贈者/支出對象：偉力達國際開發股份有限公司=7 偉立達國際開發股份有限公司=1;身份證/統一編：89958737=6 =2
曹爾忠,8,湧霖股份有限公司,100/10/27,營利事業捐贈收入,28490083,200000,桃園縣桃園市,7,收入金額：200000=5 20000=1
曹爾忠,8,富之城有限公司,101/01/13,營利事業捐贈收入,12948629,200000,新北市中和區,8,身份證/統一編：12948629=6 =1;捐贈者/支出對象：富之城有限公司=8 =1;交易日期：101/01/13=7 =1
曹爾忠,8,中工機械股份有限公司,100/10/26,營利事業捐贈收入,97170064,200000,高雄市苓雅區,7,身份證/統一編：97170064=6 =1
曹爾忠,8,國光汽車客運股份有限公司,101/01/06,營利事業捐贈收入,70810572,100000,新北市三重區,8,捐贈者/支出對象：國光汽車客運股份有限公司=7 =1
曹爾忠,8,昇輝投資股份有限公司,101/01/05,營利事業捐贈收入,27340690,100000,台北市內湖區,6,身份證/統一編：27340690=6 =2;收入金額：100000=7 =1;地址：臺北市內湖區=6 臺北市大同區=2
曹爾忠,8,中華國際通訊網路股份有限公司,100/12/26,營利事業捐贈收入,97178777,100000,新北市汐止區,6,身份證/統一編：97178777=6 =1
曹爾忠,8,毅源有限公司,101/01/10,營利事業捐贈收入,22205978,20000,新北市樹林區,7,交易日期：101/01/10=6 =1;捐贈者/支出對象：毅源有限公司=6 =1;地址：新北市樹林區=7 =1
曹爾忠,8,聚元股份有限公司,100/12/23,營利事業捐贈收入,04287575,20000,台北市大安區,6,身份證/統一編：04287575=6 =1;捐贈者/支出對象：聚元股份有限公司=6 =1
曹爾忠,8,慶輝國際有限公司,100/11/16,營利事業捐贈收入,28566317,10000,新北市土城區,6,捐贈者/支出對象：慶輝國際有限公司=9 =1;地址：新北市土城區=7 =1
曹爾忠,8,久大順有限公司,100/12/08,營利事業捐贈收入,12951356,10000,新北市板橋區,7,身份證/統一編：12951356=8 =1;捐贈者/支出對象：久大順有限公司=5 九大順有限公司=2
曾文振,8,談美廣告行銷有限公司,100/12/01,營利事業捐贈收入,23634239,250000,板橋區三民路,7,
曾文振,8,風車國際股份有限公司,100/12/01,營利事業捐贈收入,86785016,250000,板橋區三民路,8,
曾文振,8,厚生玻璃工業股份有限公司,100/12/22,營利事業捐贈收入,03283312,200000,板橋區中山路,7,
曾文振,8,蔡錦勝建築師事務所,100/12/30,營利事業捐贈收入,34292694,100000,台北市敦化南,8,
曾文振,8,新福加油站股份有限公司,100/12/19,營利事業捐贈收入,16204233,100000,新店區環河路,8,
曾文振,8,翁清源建築師事務所,100/12/05,營利事業捐贈收入,34401270,100000,板橋區漢生東,9,
曾文振,8,協明化工股份有限公司,100/12/30,營利事業捐贈收入,07209709,100000,板橋區文化路,7,
曾文振,8,大中華保全股份有限公司,100/12/05,營利事業捐贈收入,16982892,36000,土城區金城路,8,
曾文振,8,欣邑工藝社,100/12/30,營利事業捐贈收入,01955833,30000,板橋區重慶路,8,
曾文振,8,南洋水電材料有限公司,100/12/31,營利事業捐贈收入,34435308,12000,板橋區永豐街,8,
曾智勇,8,大全營造有限公司,100/12/23,營利事業捐贈收入,97227720,60000,屏東縣屏東市,8,
曾智勇,8,正威營建有限公司,101/01/12,營利事業捐贈收入,16820243,50000,高雄市楠梓區,8,
曾智勇,8,建屏營造有限公司,101/01/11,營利事業捐贈收入,16994200,36000,屏東縣屏東市,7,捐贈者/支出對象：建屏營造有限公司=6 建平營造有限公司=1
李世斌,8,帝怡貿易有限公司,100/07/14,營利事業捐贈收入,28943874,150000,中洲村南興路,2,
李世斌,8,豐屏興業股份有限公司,101/01/10,營利事業捐贈收入,16081513,100000,屏東縣屏東市,8,
李世斌,8,薇風精品有限公司,100/11/08,營利事業捐贈收入,28154440,100000,屏東縣屏東市,7,
李世斌,8,元發有限公司,101/01/12,營利事業捐贈收入,22537771,100000,高雄市苓雅區,8,
李世斌,8,豐屏興業股份有限公司,100/08/23,營利事業捐贈收入,16081513,100000,屏東縣屏東市,3,
李世斌,8,長益達貿易有限公司,100/07/14,營利事業捐贈收入,29101365,100000,屏東縣東港鎮,2,
李世斌,8,頂農興業有限公司,100/12/08,營利事業捐贈收入,16347725,60000,高雄市鳳山區,7,
李世斌,8,國興畜產股份有限公司,100/11/17,營利事業捐贈收入,86660894,50000,屏東縣屏東市,8,
李世斌,8,大茂食品工業股份有限公司,101/01/02,營利事業捐贈收入,91731075,50000,屏東縣屏東市,7,
李世斌,8,滄洲藝術有限公司,100/12/19,營利事業捐贈收入,84328090,30000,高雄市小港區,8,
李世斌,8,肯麥特精密科技股份有限公司,100/11/08,營利事業捐贈收入,27210205,30000,屏東縣里港鄉,9,捐贈者/支出對象：肯麥特精密科技股份有限公司=6 肯麥特精品科技股份有限公司=2
李世斌,8,元辰工程有限公司,100/12/05,營利事業捐贈收入,80718482,30000,屏東縣里港鄉,9,
李世斌,8,裕瑋鋁業股份有限公司,100/11/08,營利事業捐贈收入,08056929,20000,屏東縣九如鄉,6,
李世斌,8,全統木材行,100/11/21,營利事業捐贈收入,90790526,20000,屏東縣屏東市,7,
李世斌,8,四海食品原料有限公司,100/12/22,營利事業捐贈收入,86416294,20000,屏東縣屏東市,8,地址：屏東縣屏東市=7 屏東縣屏東巿=1
李世斌,8,鼎順合板行,100/10/17,營利事業捐贈收入,36688067,20000,屏東縣屏東市,2,
李世斌,8,瀚皇電腦科技有限公司,100/11/11,營利事業捐贈收入,97050217,15000,屏東縣屏東市,8,
李世斌,8,陞達精密股份有限公司,100/11/08,營利事業捐贈收入,53507490,10000,屏東縣屏東市,10,
李世斌,8,泰東金屬工業股份有限公司,100/11/14,營利事業捐贈收入,22268831,10000,屏東縣內埔鄉,8,
李世斌,8,展成建材商行,101/01/06,營利事業捐贈收入,08000329,10000,屏東縣屏東市,9,交易日期：101/01/06=7 1010116=2
李世斌,8,全宏農業資材行,100/11/14,營利事業捐贈收入,99580727,10000,屏東縣萬丹鄉,7,
李世斌,8,長億通欣業有限公司,100/09/13,營利事業捐贈收入,80486595,10000,屏東縣屏東市,3,
李世斌,8,坤榮企業有限公司,100/11/17,營利事業捐贈收入,86605302,5000,屏東縣屏東市,7,
李世斌,8,成屏企業社,100/11/11,營利事業捐贈收入,26018808,5000,高雄市大樹區,8,
李世斌,8,三和藥局,100/11/17,營利事業捐贈收入,90015102,5000,屏東縣屏東市,8,
李乾龍,8,鴻資建設開發股份有限公司,100/12/13,營利事業捐贈收入,97195831,1000000,新北市三重區,7,捐贈者/支出對象：鴻資建設開發股份有限公司=6 鴻資建設開發股分有限公司=2
李乾龍,8,裕隆汽車製造股限公司,100/11/30,營利事業捐贈收入,03489200,1000000,苗栗縣三義鄉,6,
李乾龍,8,國美建設股份有限公司,101/01/07,營利事業捐贈收入,97128469,1000000,台北市信義區,9,
李乾龍,8,高效電子股份有限公司,100/12/05,營利事業捐贈收入,23903944,1000000,新北市五股區,9,收入金額：1000000=5 =1 1，000，000=1
李乾龍,8,威旺投資股份有限公司,100/11/25,營利事業捐贈收入,70779050,1000000,台北市松仁路,9,地址：臺北市松仁路=4 台北市松仁路=3;交易日期：100/11/25=8 =1
李乾龍,8,安展實業股份有限公司,100/11/25,營利事業捐贈收入,16596857,1000000,台北市敦化北,8,地址：臺北市敦化北=8 柯文哲=1
李乾龍,8,藍天電腦股份有限公司,100/08/25,營利事業捐贈收入,09424319,1000000,新北市三重區,2,
李乾龍,8,興富發建設股份有限公司,100/10/14,營利事業捐贈收入,12305479,1000000,台北市敦化南,3,
李乾龍,8,群光電能股份有限公司,100/08/25,營利事業捐贈收入,24284436,1000000,新北市五股區,3,
李乾龍,8,群光電子股份有限公司,100/08/25,營利事業捐贈收入,20954200,1000000,新北市五股區,3,
李乾龍,8,頂天營造有限公司,100/08/26,營利事業捐贈收入,45087662,1000000,台北市和平東,3,
李乾龍,8,振發實業股份有限公司,100/09/19,營利事業捐贈收入,35320697,1000000,光復路二段號,3,
李乾龍,8,有康電子股份有限公司,100/08/25,營利事業捐贈收入,84802861,1000000,新北市三重區,2,
李乾龍,8,兆鴻建設股份有限公司,100/10/20,營利事業捐贈收入,89884573,1000000,台北市內湖區,2,
李乾龍,8,甲士林建設(股)公司,100/10/13,營利事業捐贈收入,28006602,1000000,台北市忠孝東,2,
李乾龍,8,錦鋐企業股份有限公司,100/11/11,營利事業捐贈收入,22390256,800000,新北市新莊區,2,
李乾龍,8,遠雄營造股份有限公司,100/12/24,營利事業捐贈收入,05159128,500000,台北市信義區,8,
李乾龍,8,吉美建設事業股份有限公司,101/01/04,營利事業捐贈收入,96964262,500000,台北市信義區,9,身份證/統一編：96964262=8 =1
李乾龍,8,鴻運通股份有限公司,100/10/19,營利事業捐贈收入,13085136,500000,台北市大安區,3,
李乾龍,8,合泰建築經理股份有限公司,100/10/19,營利事業捐贈收入,24310722,500000,台北市大安區,4,
李乾龍,8,隆豐企業股份有限公司,100/12/26,營利事業捐贈收入,15370509,300000,新北市三重區,7,捐贈者/支出對象：隆豐企業股份有限公司=5 隆豐企業股份有限公司=2
李乾龍,8,利達空調股份有限公司,100/12/26,營利事業捐贈收入,22299139,300000,新北市新莊區,8,
李乾龍,8,台灣金山電子工業股份有限公司,100/12/07,營利事業捐贈收入,03550210,300000,新北市三重區,6,
李乾龍,8,天外天有線電視股份有限公司,100/12/28,營利事業捐贈收入,96973810,300000,新北市三重區,8,
李乾龍,8,全坤建設開發股份有限公司,100/10/31,營利事業捐贈收入,04921058,300000,台北市內湖區,2,
李乾龍,8,聯府塑膠股份有限公司,100/11/01,營利事業捐贈收入,23708082,240000,台北市貴德街,2,
李乾龍,8,新瓦投資股份有限公司,100/12/29,營利事業捐贈收入,16747074,200000,新北市三重區,7,身份證/統一編：16747074=9 =1
李乾龍,8,陽光城市開發股份有限公司,100/11/23,營利事業捐贈收入,16962164,200000,新北市板橋區,8,身份證/統一編：16962164=6 1692164=1
李乾龍,8,四維企業股份有限公司,100/11/05,營利事業捐贈收入,11222009,200000,新北市三重區,3,
李乾龍,8,致盈有限公司,100/11/29,營利事業捐贈收入,12669169,120000,新北市五股區,10,
李乾龍,8,致和新興業股份有限公司,100/11/04,營利事業捐贈收入,35327306,120000,新北市五股區,4,
李乾龍,8,嘉怡工業有限公司,100/11/12,營利事業捐贈收入,86566568,100000,新北市三重區,7,交易日期：100/11/12=8 =1;地址：新北市三重區=9 =1
李乾龍,8,伍智金屬企業股份有限公司,100/11/25,營利事業捐贈收入,34244413,100000,新北市土城工,9,地址：新北市土城工=7 新北市土城後=1
李乾龍,8,國裕生活胐份有限公司,100/11/09,營利事業捐贈收入,12973725,100000,台北市內湖區,3,
李乾龍,8,翔富興業股份有限公司,100/12/29,營利事業捐贈收入,36148604,80000,桃園縣龜山鄉,8,捐贈者/支出對象：翔富興業股份有限公司=6 祥富興業股份有限公司=2
李乾龍,8,盛揚纖維有限公司,100/12/26,營利事業捐贈收入,36252205,30000,新北市三重區,7,
李乾龍,8,建和實業有限公司,101/01/10,營利事業捐贈收入,22577739,30000,新北市五股區,8,地址：新北市五股區=9 新北=1
李乾龍,8,英仁綜合醫院,100/09/13,營利事業捐贈收入,35805117,20000,新北市新莊區,3,
李乾龍,8,漁多多自助餐,100/11/07,營利事業捐贈收入,76852535,10000,新北市三重區,3,
李俊俋,8,聯華食品工業股份有限公司,100/09/06,營利事業捐贈收入,07569627,300000,台北市大同區,8,地址：臺北市大同區=6 =1
李俊俋,8,極昌投資興業股份有限公司,100/11/30,營利事業捐贈收入,28496930,200000,台南市仁德區,8,收入金額：200000=5 =1
李俊俋,8,皆豪實業股份有限公司,100/11/10,營利事業捐贈收入,84661004,200000,高雄市岡山區,7,捐贈者/支出對象：皆豪實業股份有限公司=10 =1
李俊俋,8,杏輝藥品工業股份有限公司,100/10/28,營利事業捐贈收入,42042734,100000,台北市東興路,6,
李俊俋,8,上順旅行社股份有限公司,100/08/04,營利事業捐贈收入,23618337,100000,台北市南京東,7,地址：臺北市南京東=6 =1;捐贈者/支出對象：上順旅行社股份有限公司=6 =1
李俊俋,8,東順環保企業有限公司,100/12/28,營利事業捐贈收入,28324402,60000,嘉義縣太保市,7,交易日期：100/12/28=7 =1
李俊俋,8,寶正隆實業股份有限公司,100/10/31,營利事業捐贈收入,89335872,20000,嘉義市漢口路,6,捐贈者/支出對象：寶正隆實業股份有限公司=7 =1;交易日期：100/10/31=9 =1
李俊俋,8,弘安藥粧生活館有限公司,100/10/29,營利事業捐贈收入,70646828,20000,嘉義市北門街,6,捐贈者/支出對象：弘安藥粧生活館有限公司=5 弘安藥妝生活館有限公司=2;交易日期：100/10/29=4 =1 100/10/29\=1
李俊俋,8,巧視比眼鏡有限公司,100/11/11,營利事業捐贈收入,28913908,20000,嘉義市民族路,6,捐贈者/支出對象：巧視比眼鏡有限公司=6 =1
李俊俋,8,禾掌廣告企業社,100/11/11,營利事業捐贈收入,25750958,10000,嘉義市大雅路,9,地址：嘉義市大雅路=6 =2;收入金額：10000=7 =1 10，000=1
李俊俋,8,信岱電機有限公司,100/10/29,營利事業捐贈收入,89722228,4000,嘉義市大雅路,7,身份證/統一編：89722228=7 =1;交易日期：100/10/29=6 =1
李俊俋,8,信岱電機有限公司,100/10/27,營利事業捐贈收入,89722228,4000,嘉義市大雅路,8,交易日期：100/10/27=6 =1
李俊俋,8,蚵庄海產店,100/11/01,營利事業捐贈收入,14520636,2000,嘉義市博愛路,6,收入金額：2000=7 2，000=1 =1;交易日期：100/11/01=7 =1
李全教,8,華興水電工程有限公司,100/08/09,營利事業捐贈收入,22940652,600000,台南市仁德區,9,捐贈者/支出對象：華興水電工程有限公司=7 =1;地址：臺南市仁德區=6 台南市仁德區=2;交易日期：100/08/09=7 =2
李全教,8,大成不銹鋼工業股份有限公司,100/12/02,營利事業捐贈收入,22318348,600000,台南市仁德區,3,
李全教,8,龍璟光電股份有限公司,100/09/19,營利事業捐贈收入,53260460,500000,台南市永康區,8,身份證/統一編：53260460=6 =1;地址：臺南市永康區=5 台南市永康區=2;收入金額：500000=7 =1
李全教,8,龍鋒企業股份有限公司,100/09/19,營利事業捐贈收入,73653920,500000,台南市永康區,6,
李全教,8,奇美實業股份有限公司,101/01/04,營利事業捐贈收入,68387705,500000,台南市仁德區,6,交易日期：101/01/04=5 101/01/14=1;地址：臺南市仁德區=6 =2
李全教,8,三興資訊股份有限公司,100/12/27,營利事業捐贈收入,25106938,500000,台北市復興北,6,捐贈者/支出對象：三興資訊股份有限公司=6 =1;交易日期：100/12/27=5 1001227=1
李全教,8,全能營養技術股份有限公司,100/11/08,營利事業捐贈收入,22522670,500000,台南市永康區,3,
李全教,8,中鋼焊材廠股份有限公司,100/12/02,營利事業捐贈收入,68130803,400000,台南市永康區,3,
李全教,8,新世紀保險代理人股份有限公司,101/01/05,營利事業捐贈收入,27328366,300000,台北市松山區,7,捐贈者/支出對象：新世紀保險代理人股份有限公司=6 =1
李全教,8,友信國際股份有限公司,101/01/10,營利事業捐贈收入,69916350,300000,台南市仁德區,6,地址：臺南市仁德區=7 台南市仁德區=1
李全教,8,力漢企業股份有限公司,101/01/06,營利事業捐贈收入,72088308,300000,高雄市路竹區,8,收入金額：300000=6 1=1
李全教,8,燦坤實業股份有限公司,100/11/10,營利事業捐贈收入,69568009,300000,台北市內湖區,2,
李全教,8,富永昶建設股份有限公司,100/11/28,營利事業捐贈收入,23416727,300000,台北市中山區,2,
李全教,8,展維鋁業股份有限公司,100/11/16,營利事業捐贈收入,23264904,300000,台南市仁德區,2,
李全教,8,冠軍建材股份有限公司,100/12/19,營利事業捐贈收入,49701774,300000,苗栗縣造橋鄉,3,
李全教,8,中石化綠能科技股份有限公司,100/12/12,營利事業捐贈收入,16845146,300000,高雄市前金區,3,
李全教,8,新奇美事業股份有限公司,100/08/15,營利事業捐贈收入,80039885,200000,台南市柳營區,8,捐贈者/支出對象：新奇美事業股份有限公司=7 =1
李全教,8,瑞特汽車股份有限公司,100/12/22,營利事業捐贈收入,80332500,200000,台南市永康區,6,
李全教,8,南科加油站有限公司,100/12/29,營利事業捐贈收入,12766253,200000,台南市安定區,7,地址：臺南市安定區=7 台南市安定區=1;交易日期：100/12/29=6 =1;收入金額：200000=6 =1
李全教,8,東陽實業廠股份有限公司,100/12/19,營利事業捐贈收入,68326665,200000,台南市安南區,8,身份證/統一編：68326665=6 =1;交易日期：100/12/19=6 10/12/19=1;收入金額：200000=7 =1
李全教,8,萬國通路股份有限公司,100/11/29,營利事業捐贈收入,73644351,200000,台南市歸仁區,2,
李全教,8,南良實業股份有限公司,100/12/27,營利事業捐贈收入,73176434,120000,台南市永康區,7,
李全教,8,福光企業股份有限公司,100/12/31,營利事業捐贈收入,73632361,100000,台南市仁德區,7,
李全教,8,康那香企業股份有限公司,100/12/30,營利事業捐贈收入,74231126,100000,台南市佳里區,7,捐贈者/支出對象：康那香企業股份有限公司=8 =1;交易日期：100/12/30=4 101/12/30=3 1001230=1;身份證/統一編：74231126=5 =1
李全教,8,環逸企業有限公司,100/11/29,營利事業捐贈收入,12494008,100000,台南市歸仁區,2,
李全教,8,統一化粧品企業股份有限公司,100/12/14,營利事業捐贈收入,69298836,100000,台南市科技工,4,
李全教,8,名度建設股份有限公司,100/11/17,營利事業捐贈收入,69528112,100000,台南市中西區,2,
李全教,8,光洋應用材料科技股份有限公司,100/11/24,營利事業捐贈收入,43787872,100000,台南市官田區,2,
李全教,8,亦達光學股份有限公司,100/12/07,營利事業捐贈收入,84562911,100000,台南市歸仁區,3,
李全教,8,美一塑膠實業股份有限公司,101/01/09,營利事業捐贈收入,22211704,60000,台南市關廟區,6,交易日期：101/01/09=8 101/009=1;捐贈者/支出對象：美一塑膠實業股份有限公司=5 美ㄧ塑膠實業股份有限公司=3;地址：臺南市關廟區=5 台南市關廟區=2
李全教,8,東懋工業股份有限公司,101/01/05,營利事業捐贈收入,16953329,60000,台南市永康區,8,交易日期：101/01/05=6 1010105=1 =1;收入金額：60000=6 =1;地址：臺南市永康區=5 台南市永康區=2
李全教,8,統芳生物科技股分有限公司,100/11/18,營利事業捐贈收入,86956550,60000,台南市永康區,2,
李全教,8,承育精密工業股份有限公司,100/11/23,營利事業捐贈收入,86225746,60000,台南市歸仁區,2,
李全教,8,業晟企業有限公司,101/01/10,營利事業捐贈收入,84441207,50000,台南市關廟區,9,
李全教,8,宗鉦企業股份有限公司,100/12/27,營利事業捐贈收入,84647989,50000,台南市關廟區,8,捐贈者/支出對象：宗鉦企業股份有限公司=7 宗=1
李全教,8,王星企業股份有限公司,100/12/21,營利事業捐贈收入,69423433,50000,台南市永康區,8,收入金額：50000=7 =1
李全教,8,王星企業股份有限公司,100/12/19,營利事業捐贈收入,69423433,50000,台南市永康區,8,收入金額：50000=6 5000=1;地址：臺南市永康區=7 =1
李全教,8,健申鋼構企業有限公司,100/11/11,營利事業捐贈收入,25074181,35000,台南市永康區,2,
李全教,8,益利實業社,100/11/30,營利事業捐贈收入,93830473,35000,台南市安定區,2,
李全教,8,宏泰國際人力仲介股份有限公司,100/08/06,營利事業捐贈收入,89641020,20000,嘉義縣朴子市,7,身份證/統一編：89641020=6 =1;捐贈者/支出對象：宏泰國際人力仲介股份有限公司=7 =1
李全教,8,主帥科技有限公司,100/10/27,營利事業捐贈收入,28638163,20000,台南市東區裕,7,地址：臺南市東區裕=6 台南市東區裕=1
李全教,8,豐年豐和企業股份有限公司,101/01/11,營利事業捐贈收入,16635562,20000,台南市東區裕,7,交易日期：101/01/11=7 =1;地址：臺南市東區裕=7 台南市東區裕=1
李全教,8,台南商務會館,108/11/25,營利事業捐贈收入,36644097,20000,台南市永康區,2,
李全教,8,以馬內利系統科技有限公司,100/11/10,營利事業捐贈收入,25045237,20000,台南市歸仁區,2,
李全教,8,來存企業有限公司,100/12/30,營利事業捐贈收入,73656911,7000,台南市永康區,9,收入金額：7000=6 =1;交易日期：100/12/30=6 =1;身份證/統一編：73656911=8 =1
李全教,8,吉村大飯店,100/12/30,營利事業捐贈收入,87683706,7000,台南市永康區,8,捐贈者/支出對象：吉村大飯店=6 =1
李宗智,8,永聚企業有限公司,100/12/08,營利事業捐贈收入,12202972,100000,台北市懷寧街,8,交易日期：100/12/08=6 100/12/18=2
李宗智,8,建裕營造有限公司,100/11/25,營利事業捐贈收入,23107644,30000,台南市新營區,8,
李宗智,8,宏斌汽車修護廠,100/11/22,營利事業捐贈收入,06581200,20000,台南市新營區,7,
